model,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
svm_rbf,0.6574201949256205,0.7160294844879886,0.5890733908356645,0.62725475044353,0.6662530117363302,0.6574201949256205,0.6373937700880394
