task,split_mode,train_samples,test_samples,feature_count,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted
binary,stratified_random_split,101369,25343,50,0.9964092648857673,0.9965047158386562,0.996261767042367,0.9963812965048616,0.9964088255261032
